	Extinction Threshold	Average Extinction	High Extinction Threshold	Region Right Ascension	Region Declination	Region Galactic Longitude	Region Galactic Latitude
0	1.0	1.3559811115264893	5.0	53.06737374513059	30.739885902229464	159.27286387262717	-20.555788391153435
