	ID#	Extinction_Index_x	Extinction_Index_y	Ra(deg)	Dec(deg)	Rotation_Measure(rad/m2)	RM_Err(rad/m2)	RA_inExtincFile(degree)	Dec_inExtincFile(degree)	Extinction_Value	Error_Range(pix)	Min_Extinction_Value	Min_Extinction_Ra	Min_Extinction_Dec	Max_Extinction_Value	Max_Extinction_RA	Max_Extinction_dec	Extinction_Observed
10	239	942	363	52.613625	30.06472222222223	28.1	5.7	52.608424269432255	30.07307580710616	0.6380227208137512	2.0	0.12222051620483397	52.584368425470316	30.046714599444137	2.0627613067626958	52.656593768431605	30.12580621719073	True
15	27	1005	368	50.85423000000002	30.01892	19.270973	1.8173814	50.86124054950026	30.027821819041034	0.7643551826477051	2.0	0.7114522457122803	50.84204984162822	29.977522665301798	2.6170637607574463	50.79861993726989	30.06976340769509	True
18	132	939	368	52.67073000000002	30.19187	29.723274	3.859053	52.673686829121934	30.20006594565525	0.7857041358947754	2.0	0.7857041358947754	52.673686829121934	30.20006594565525	2.294623851776123	52.65307862691614	30.149744717363035	True
28	241	928	340	53.08516666666666	29.54972222222223	33.0	12.1	53.07319359314484	29.556271465618316	0.899876058101654	2.0	0.5019545555114746	53.04908771226757	29.530075366857353	1.5042163133621216	53.04233908260868	29.57786195337316	True
30	248	869	441	54.40525	32.134055555555555	175.4	11.5	54.402128818947354	32.124430966056345	0.9220640659332277	2.0	0.9185394048690796	54.433816268701065	32.102330980515944	2.225161075592041	54.33871057838643	32.168605343301	True
33	170	912	349	53.48111000000002	29.80099	21.398558	2.0211868	53.48432707859638	29.80795480432488	0.9374179840087892	2.0	0.731497049331665	53.45016213995589	29.853640098086125	1.860929012298584	53.53960725657259	29.81241968758905	True
36	18	1016	355	50.61890000000001	29.69536	20.020407	2.572608	50.61497147740621	29.688645504111587	0.9801870584487916	2.0	0.8064846992492676	50.64615022189847	29.66774749982256	2.8346281051635738	50.583781303017425	29.709535175712873	True
