	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0	-247.78657175155456	-106.64373823495643	-54.25612194882974	-124.07729761867726	-28.89387145545441	-8.737981639124857	-7.128401793823989	-48.42062093236075	-182.66517179392852	-160.47182933609255	-134.67509254167092	-113.79201191783451	-109.37089680036846	-80.03423601446643	-63.833240768228166	-61.89341943559215	-82.39320277553944	-63.35210564760536	-34.93299700982048	-23.093344771178945	-41.06642454653199	-5.666712284822215	-15.426835315160792	-98.23538061182089	-104.15657716383309	-105.76275622618083	-89.16321661236206	-87.4161422537688	-80.21067478848775	-87.8301576857081	-100.16978357078166
1	276.62959657494775	436.1462348640079	503.1349484315193	458.43870004242694	579.9199014129084	617.2820207783933	637.1772417330441	611.5254606556867	483.0585267311707	518.3365027121826	560.2461217868539	595.0499695509664	612.4850941193363	661.2893295020269	695.4265018401334	713.903525405692	707.1029327709205	742.5566116953019	787.7185871183799	813.8708479169239	808.3607023233287	861.6420959738467	864.4226977617452	785.5871454427916	792.350653876278	805.5055753244948	839.5645319800202	856.5531119568592	881.3210329676093	889.4844766970575	892.3136735799114
2	-109.97406654310801	91.0277887078382	170.5043015136508	86.15628930614297	235.49253169396326	275.02419684496334	289.1864303454187	238.62441333412036	41.29192935645533	83.49335179671512	131.82209920781435	172.2272620956723	187.00487454763766	245.1659761575375	281.11752582210437	295.9534192441551	272.31998753598486	315.64199051426596	375.8942097472707	407.4940812237206	387.39689448449184	463.4913991337135	457.91430660924794	315.9295756352172	315.4880174181375	324.5314161656377	369.50802645226264	386.12261390659694	415.5724884182801	415.8810760425077	406.42807015215266
3	-87.15549284790136	51.620590361793845	104.80133931234134	45.614619831686426	141.67480496537476	164.84297975196407	170.84380601805051	136.10786321919605	12.418326838738118	37.42798075383323	65.5225332082993	88.41642325550794	95.73258586334103	127.28390797231847	146.69537809843732	152.4366454161453	135.6156300954626	157.01899863396275	187.04915488045148	201.2180418122442	187.58886202204042	224.09310050150256	217.9845228789189	143.21571196290117	140.7444321074678	142.68015027626365	161.77654430703498	166.81608786167277	177.30639662936335	173.9272128353384	166.1418640003992
4	-44.80649051852556	69.53138047426968	113.43693129399891	65.52561356694224	143.5874593925276	162.18014004512477	166.83191639511594	139.03675893349273	41.16757716967563	61.29794197253275	83.64380005773702	101.72044711501249	106.70535978465712	131.13584205742458	146.0472025160075	150.41295141361866	138.40547223516526	154.70951858539388	177.43805376289444	188.01847739296775	177.56670989406246	204.82258813451358	200.02353978754587	144.08333790684233	142.22958106822634	143.6495763045701	157.7091811732321	161.3400609851545	168.92047769340448	166.33666090294858	160.57766531077783
5	-72.34986232105707	22.834051799725476	58.79379095481744	17.426015616859125	80.65689350084497	94.91033111232164	97.54458735848152	73.78831040999219	-6.31435192110989	9.32916032870859	26.704698289788055	40.3045073664183	44.35001026049637	62.97526758838537	74.00055003262992	76.63239897530389	66.38315906078176	78.517367608058	95.66744935259055	103.278429577723	94.38466798389847	114.90466555384263	110.47272253335372	66.47174788581323	64.46793221600265	64.93759220160858	75.10879739851966	77.2593240928683	82.35940018515241	79.68636898891496	74.6201476960866
6	150.51584666148338	338.0044927963045	415.7574791694508	353.4587828719835	496.46747033537133	539.6235496007656	561.6201192635448	527.6081632963534	365.6541158161686	411.5165437800628	461.77101515670194	503.84197688367027	524.0518052152133	584.1010169499561	626.1292240130433	648.2853860938975	637.6204079546674	682.7345464427442	741.316249260668	775.2289000274117	760.6825018934334	831.1707940755826	834.490553380965	727.3858859575005	735.5837237217775	752.5178228044881	798.4573572330501	821.3358301939186	855.3418137083987	866.4621488064861	870.1790921340477
7	-89.44571132920207	-0.47143774050323484	32.88346617381672	-6.365970842845558	51.485212855469726	64.22359029600084	66.20313228220489	43.94622355689306	-29.86917526037651	-15.794417545514987	-0.13642044008812337	12.397839977906562	15.8830242872537	32.683368362330974	42.48898649183109	44.57591408824701	34.87060138807854	45.708953707110524	61.13062124235758	67.82615893510355	59.42157542611422	77.86770061248605	72.93493567038878	32.97458786086865	30.9554804090864	31.147883359649207	40.074731119416526	41.78059203645441	46.11613824392882	43.46343112486454	38.670056515866314
8	-12.404705921395024	79.43302581621847	113.36825436415579	75.75427815928295	136.59342079528975	150.8143240538533	154.12941191020263	132.54326043156695	57.73642851528988	73.19531309678818	90.20164306570125	103.86538916772675	108.22543727779845	126.58430353799177	137.64257268681806	140.72411326802114	131.59335844630945	142.32144330593468	158.86422545879807	166.43421294802573	158.6065486115795	178.2451883682068	174.54346397576825	133.89797393308086	132.46836141871665	133.3908068325512	143.3623455939805	145.82868909470665	151.07956918171303	149.08370131871231	144.85543936161284
9	-86.88106476201463	93.99741586761249	165.10260367736723	89.13409635510271	219.90628685364322	253.84077526591665	265.3496805482494	220.9264765342411	51.24517114368193	87.52703479201637	128.6688438035906	162.77038709065735	175.00274692464995	223.3254336154494	254.5451473869181	266.0950678373864	245.60294593406306	280.64965846960183	329.26321022494454	354.018579569104	336.3574048598663	393.41752063698584	387.49750569201717	273.3923674247201	272.1746896038861	278.289304580432	312.27938746720287	323.8759560742754	345.0029595643603	343.526437786799	334.6239834677588
10	-27.199360857588474	74.76491060357584	113.78349918247002	71.33371296355624	140.0839545071353	156.2555754679138	158.8025223548413	134.6127567747637	50.0563196171011	67.51623030538748	86.80445209357424	102.35405742831468	107.34936470376992	128.36392258172054	141.10101922895367	144.7384511839428	134.35634789033224	148.20087923021973	167.47423658910995	176.35146840709166	167.32343598383363	190.29811555216034	186.07349672705303	138.66022180041614	137.02399643018472	138.14250958027046	149.8772811769948	152.82514557604412	159.0589394237415	155.56726787921437	150.70995682032765
11	-61.63733744690546	137.9520154832762	217.6811869583668	137.95633947868663	287.4939949219293	328.29283205306035	344.4027559939945	296.96600970737984	105.07857370105886	148.6507756042091	198.08248683349603	239.4567652074199	255.72522975313507	315.25943263770364	352.1633013555994	369.02308744395225	348.1811843139417	392.7136582919751	453.6761238693052	486.5015842819976	469.0590142027412	545.4717072412641	542.1378977954852	405.9015225270953	407.7370177147008	419.12615848190813	465.59110567539005	484.41027004252095	516.0228718824724	519.4139238458274	513.4346024478265
12	-44.406612118834815	77.28071012788723	124.17239574675502	73.44473252206454	157.13732004966064	177.30938102667014	182.62275518043825	151.92652013096753	47.76803738731226	69.4189407946917	93.49018559544554	113.02074818890377	119.44929608640395	146.1298943967492	162.53349512921508	167.52331295719426	154.71711932472994	172.66312046176319	197.62730835863206	209.38108046429574	198.23008537947007	228.22854993643043	223.23280857583026	162.27201554997094	160.4274480615575	162.1869226586864	177.82128070392244	182.024044880075	190.59765439426343	188.0012876219302	181.89895792494656
