Cloud Center X	Cloud Center Y	Slope of Line Through Cloud	Vertical Offset of Line Through Cloud	Slope of Perpendicular Line	Vertical Offset of Perpendicular Line
894.7952642401234	407.20866046104373	-0.32391118281048203	697.0428580677228	3.087266056464288	-2355.2623863124827
