	ID#	Extinction_Index_x	Extinction_Index_y	Ra(deg)	Dec(deg)	Rotation_Measure(rad/m2)	RM_Err(rad/m2)	RA_inExtincFile(degree)	Dec_inExtincFile(degree)	Extinction_Value	Error_Range(pix)	Min_Extinction_Value	Min_Extinction_Ra	Min_Extinction_Dec	Max_Extinction_Value	Max_Extinction_RA	Max_Extinction_dec	Extinction_Observed
11	60	942	363	52.613625	30.06472222222223	28.1	5.7	52.608424269432255	30.07307580710616	0.6380227208137512	1	0.12222051620483397	52.584368425470316	30.046714599444137	1.4305622577667236	52.63249937887228	30.099439688295327	True
29	63	928	340	53.08516666666666	29.54972222222223	33.0	12.1	53.07319359314484	29.556271465618316	0.899876058101654	1	0.5019545555114746	53.04908771226757	29.530075366857353	1.5042163133621216	53.04233908260868	29.57786195337316	True
32	76	869	441	54.40525	32.134055555555555	175.4	11.5	54.402128818947354	32.124430966056345	0.9220640659332277	1	0.9185394048690796	54.433816268701065	32.102330980515944	1.3387742042541504	54.42768341450872	32.15094036369792	True
