ID#	Ra(deg)	Dec(deg)	Extinction	Magnetic_Field(uG)	TotalUpperBUncertainty	TotalLowerBUncertainty
165	53.37714000000002	30.10605	1.306583285331726	-192.09131354233682	179	629
166	53.37786000000001	31.29963	10.369733810424805	-104.4278190743102	38	37
167	53.46216000000001	30.384009999999996	1.8878221511840816	-160.1136130706412	119	1080
168	53.46505000000001	30.520220000000002	1.6913213729858398	26.844628042655373	124	117
169	53.47305000000002	31.22038	4.282991886138916	-53.382958827645346	51	74
170	53.48111000000002	29.800990000000002	0.9374179840087892	-1176.7620978963264	985	1043
171	53.48962	30.3951	1.5256773233413696	-167.66062164396266	150	770
172	53.50767000000001	31.31107	6.173189640045166	-68.56050412236648	33	34
173	53.52233000000002	30.50256	1.141294002532959	-283.1112393292947	276	373
174	53.54593000000001	30.385759999999998	1.5583436489105225	-406.1986162949493	177	1923
175	53.54906	31.006859999999996	2.908069610595703	-114.87740357966169	54	141
176	53.56592000000001	30.74725	1.3085126876831057	465.94130393963485	1491	311
177	53.57104000000001	31.20293	4.085564613342285	-93.28941027589312	36	68
178	53.57778000000002	30.85472	1.5833051204681396	-346.1455863481784	222	1692
179	53.58024000000002	30.85073	1.5833051204681396	-342.7723773011428	220	1675
180	53.668940000000006	30.61526	1.1944154500961304	178.3535228827018	328	303
181	53.703100000000006	31.11464	2.5425045490264893	-17.403366451131593	61	60
182	53.73774000000002	30.82371	2.125122547149658	44.18013280054793	74	72
183	53.77211000000001	30.78523	2.043807983398437	-167.13810448473836	93	104
184	53.778650000000006	30.78497	2.043807983398437	-194.89022830901874	101	114
187	53.80057000000001	30.78473	1.699633240699768	-24.901486450995986	97	96
189	53.87660000000001	30.54004	2.11026930809021	-172.19912659902732	78	225
190	53.87653000000002	30.77832	2.2080066204071045	-6.742936542164776	64	64
191	53.87685000000001	30.62465	1.5525133609771729	-272.8730164265408	136	142
192	53.88812	31.57524	1.6487064361572266	95.12091270744871	121	120
193	53.89059000000002	31.57129	1.6487064361572266	68.83831233970545	115	115
194	53.928700000000006	30.32017	1.7425466775894165	-143.76727113812504	111	844
195	54.20081999999999	29.97743	1.2098981142044067	-446.4265123785607	296	1152
196	54.31645000000002	31.24935	3.915883779525757	152.0495841324605	57	44
200	54.45766999999999	31.25416	2.422832727432251	332.036446987869	59	119
201	54.46612	30.93365	3.08431077003479	42.09530363727504	59	43
202	54.50125000000001	31.10292	2.4473440647125244	113.96731282659695	105	64
203	54.61360000000001	30.88435	2.3842902183532715	107.3614167701116	94	78
204	54.92383000000002	30.848159999999996	1.7142527103424072	252.87474285618188	261	152
205	47.86483333333333	32.60494444444445	1.2096152305603027	-1902.6164666863456	1174	4869
206	47.89654166666666	30.72247222222222	1.5129951238632202	-562.6526734859806	281	810
207	47.94004166666666	30.10538888888889	1.3675172328948977	-585.1496951863919	435	616
208	47.95595833333334	28.51444444444445	1.3069404363632202	-913.7092897534314	529	2910
209	48.065583333333336	31.445055555555548	1.0133488178253174	-1836.5778763446472	1265	2493
210	48.393125	29.03183333333333	1.6590343713760376	-657.5176949925473	275	3527
211	48.42104166666667	30.38330555555555	2.1876976490020748	-310.77014699627205	173	1964
212	48.43600000000001	30.37833333333333	1.3500492572784424	-780.948880603156	534	1923
213	48.506625	30.514277777777767	1.5849263668060305	-505.86707059277967	343	2480
214	48.70745833333334	29.749666666666666	1.4684799909591677	-76.83803359212483	208	234
215	48.93854166666666	31.944527777777786	1.6690962314605713	-90.60246073847902	219	273
216	48.966875	32.10413888888889	2.0306134223937997	-409.02713085632104	194	3106
217	49.076541666666664	32.07861111111111	1.6251760721206665	-444.452851960379	307	2297
218	49.090125	31.410666666666664	1.1179172992706299	-826.1495728279407	662	1718
219	49.15108333333333	27.650666666666666	1.4511916637420654	-1013.7384386431587	491	4117
220	49.34154166666666	29.07830555555556	1.4380509853363037	-628.8756552351965	494	2513
221	49.38325	32.15488888888889	1.8986841440200808	-467.92107418042775	239	1835
223	49.6125	28.43994444444445	2.10375452041626	-245.95914014493272	183	313
224	49.646	28.26688888888889	3.116730213165283	-149.1047413555954	68	119
225	49.65879166666666	28.255055555555554	3.496593475341797	-201.96584613609662	61	114
227	49.90941666666666	29.141277777777766	2.826709270477295	-136.10361827211574	80	152
228	49.925625	30.69058333333333	1.8474135398864744	-80.05415746553194	215	560
230	50.0095	29.68769444444445	2.619988918304444	77.02856818666571	254	150
232	50.14720833333333	30.717916666666664	3.4995195865631104	-40.679029528780276	96	130
234	51.33983333333333	33.71738888888889	1.8839343786239624	-476.5398939545288	199	1673
237	52.32483333333333	33.677388888888885	1.1087065935134888	-496.18483625622696	601	1087
238	52.53970833333333	28.6525	1.369989275932312	-729.2312341669156	353	919
240	52.92341666666667	28.67919444444445	1.8874521255493164	-292.54413977762687	205	1432
241	53.08516666666666	29.549722222222233	0.899876058101654	-764.6153334715283	1133	1086
242	53.23358333333334	27.7035	1.2103172540664673	-209.14479234534363	263	582
245	54.1255	32.30811111111111	1.7385016679763794	-159.98773398776711	125	421
248	54.40525	32.134055555555555	0.9220640659332277	5982.675281070303	892	4999
251	54.90691666666667	32.90908333333333	2.0341503620147705	737.6422192244759	639	273
253	55.03558333333334	32.15036111111111	2.691033363342285	1017.0204681295844	1122	386
255	55.52354166666667	30.342722222222214	1.2510682344436646	-606.6289757932224	408	1746
258	55.807125	31.248527777777767	3.0096645355224614	-47.85630146243854	85	85
259	56.498875	29.58688888888889	1.3645563125610352	38.557757020556814	285	251
