ID#	Extinction_Index_x	Extinction_Index_y	Ra(deg)	Dec(deg)	Rotation_Measure(rad/m2)	RM_Err(rad/m2)	RA_inExtincFile(degree)	Dec_inExtincFile(degree)	Extinction_Value	Error_Range(pix)	Min_Extinction_Value	Min_Extinction_Ra	Min_Extinction_Dec	Max_Extinction_Value	Max_Extinction_RA	Max_Extinction_dec	Extinction_Observed
29	1070	218	49.75041666666666	26.33805555555556	-3.5	16.2	49.751536196366565	26.336206570207	0.02286460995674133	1	0.02286460995674133	49.751536196366565	26.336206570207	0.8929194211959839	49.72990087306647	26.31050117690021	True
88	832	326	55.75899999999999	29.425583333333336	29.4	17.4	55.76945848054693	29.41485451193559	0.3295882046222687	1	0.14810580015182495	55.79471297755509	29.440668791470838	1.1154980659484863	55.79981781649083	29.3925290788964	True
45	1013	214	51.24983333333334	26.394000000000002	6.5	5.3	51.24590092492611	26.386096620371	0.3558239340782165	1	0.3558239340782165	51.24590092492611	26.386096620371	1.0109534263610842	51.268254565331155	26.411708008960673	True
49	992	221	51.771708333333336	26.59311111111111	39.6	12.0	51.769695274625064	26.598122341980876	0.4317751526832581	1	0.1653425693511963	51.743449869504026	26.59581973517105	1.0345747470855713	51.799543800740906	26.577099054121714	True
106	717	305	59.03545833333333	29.061611111111112	63.3	4.7	59.02323109004196	29.06943707794421	0.4477638900279999	1	0.3301013112068176	58.996809176757615	29.04419766933397	0.9791148900985718	59.051229884423634	29.07049414781218	True
83	859	334	54.988875	29.56166666666667	6.6	8.5	54.99786871803691	29.557903282515603	0.4870076179504394	1	0.2457001507282257	54.97291490605246	29.531953760765056	0.9102178812026978	54.967305159886415	29.580026008284108	True
75	881	340	54.37666666666666	29.66741666666667	-4.3	13.2	54.37032293335329	29.65849512633734	0.5024465322494507	1	0.27354112267494196	54.36733457215312	29.682505199600467	0.8958526849746704	54.40101461819385	29.63653001514116	True
97	760	196	58.01808333333334	26.405	43.2	0.9	58.02540155075158	26.411399252868296	0.5330551862716675	1	0.15762825310230255	57.99841012697125	26.41024902708989	0.847217321395874	58.054195315000236	26.388843582074195	True
81	874	232	54.86429166666667	27.08913888888889	33.5	9.1	54.87081619467718	27.097555526771394	0.561356782913208	1	0.09654292464256288	54.841178073902476	27.11942654962418	1.0935584306716921	54.873562257930686	27.073908964432235	True
53	939	513	52.141375	33.705999999999996	56.8	8.9	52.14100756795818	33.697290900099915	0.6062264442443848	1	0.025908291339874268	52.13716420222538	33.72155120531755	1.2412718534469604	52.1448485045375	33.67303211440523	True
77	862	505	54.41141666666667	33.70852777777778	117.3	11.8	54.40573120426205	33.700268161018556	0.6183990240097046	1	0.4035052359104157	54.37965704253624	33.673516603784286	1.300392746925354	54.43495740052839	33.702573595766175	True
60	942	363	52.613625	30.06472222222223	28.1	5.7	52.608424269432255	30.07307580710616	0.6380227208137512	1	0.12222051620483397	52.584368425470316	30.046714599444137	1.4305622577667236	52.63249937887228	30.099439688295327	True
68	879	554	53.73508333333334	34.85963888888889	129.3	13.0	53.74578194892776	34.85759955790043	0.6442939043045044	1	0.5325373411178589	53.749178776024635	34.83312764641531	1.3111580610275269	53.77197724070453	34.88461096180879	True
74	880	355	54.34916666666667	30.013777777777783	-3.5	17.3	54.3531424722905	30.021040140995325	0.6502394676208496	1	0.2553137540817261	54.322290410190675	30.043016851747737	1.0873979330062866	54.3809834278661	30.02311268994163	True
56	925	572	52.31395833333333	35.16894444444444	17.8	7.5	52.32201298081357	35.172173403273696	0.6743826270103455	1	0.5127117633819579	52.29641342069395	35.14490241333225	0.8669470548629761	52.318149017931546	35.196546647940686	True
34	1020	476	49.99470833333334	32.55858333333333	35.9	14.9	49.990273063178385	32.56071164624917	0.6749178171157837	1	0.4355989992618561	50.022712968256904	32.53994945064957	0.7876323461532593	49.966689164506924	32.53355797127839	True
105	707	494	58.99366666666667	33.70566666666667	98.5	12.3	59.00615879571	33.70465450059396	0.6875964999198914	1	0.18873760104179385	59.03755225865243	33.68117974767864	1.0338069200515747	58.97474779405829	33.72812159062864	True
4	1117	402	47.69066666666666	30.484027777777783	-34.4	13.0	47.68116220063008	30.48175776197327	0.7014591097831726	1	0.5179379582405089	47.649439122323564	30.50177818319015	1.0442324876785278	47.71287542427386	30.461727647195772	True
102	740	336	58.32029166666667	29.80563888888889	52.0	6.8	58.32482267450183	29.79381663070989	0.7495430111885071	1	0.3147242367267609	58.2984248994935	29.76832964892633	1.1619524955749512	58.323026515118215	29.81807151443128	True
66	925	245	53.47704166666666	27.301527777777782	14.0	8.0	53.46436054658976	27.30699466030311	0.7632009983062744	1	0.19206327199935916	53.48796991129788	27.332631507989568	0.9670875072479248	53.44076916340629	27.281361538470012	True
37	1013	508	50.0465	33.35033333333333	22.6	1.3	50.04537206130562	33.351127306060995	0.7669630646705627	1	0.41394758224487305	50.073704920245284	33.3543854822142	1.073493719100952	50.04982728869445	33.32709769991129	True
30	1023	494	49.837125	32.988972222222216	34.6	6.9	49.82569875830549	32.98239956136139	0.7855113744735718	1	0.14963454008102414	49.853846836886845	32.98567072881327	1.4718984365463257	49.79304863900161	33.00309674359135	True
85	831	509	55.291625	33.87280555555556	56.5	19.2	55.30261124889003	33.86670275648393	0.794516921043396	1	0.3385556638240814	55.27032894417182	33.88910505494212	1.3429397344589231	55.334877896983926	33.844291153690946	True
69	912	255	53.787	27.56016666666667	17.6	9.0	53.78193268369921	27.569586301235645	0.7964388132095337	1	0.6373955607414246	53.751952042653684	27.591221877362948	1.0210039615631104	53.80883099298047	27.571596281143627	True
96	744	477	57.949708333333334	33.228750000000005	33.8	14.3	57.94224905005426	33.23568409846489	0.8215633034706116	1	0.2923265099525452	57.971710480526674	33.23714194553346	1.0436487197875977	57.9442488427201	33.21106971727737	True
25	1030	502	49.57920833333333	33.14927777777777	55.2	12.3	49.59232032403679	33.15102097187816	0.8358896970748901	1	0.8358896970748901	49.59232032403679	33.15102097187816	0.9759584665298462	49.568749663377616	33.123715672142986	True
104	730	422	58.45570833333333	31.892027777777773	-8.2	15.4	58.4559789002535	31.90379044698105	0.839930534362793	1	0.2586457431316376	58.42879878912941	31.877988175134803	1.498832941055298	58.48317900966035	31.92959144011877	True
73	884	330	54.31829166666667	29.42027777777778	-6.5	16.3	54.31723884805426	29.41246588182753	0.8481822609901428	1	0.4273591637611389	54.34485700546283	29.414503858200213	1.1214629411697388	54.292626214691346	29.386455435905628	True
87	815	518	55.75358333333333	34.109472222222216	138.1	11.0	55.74929642017381	34.120621240777375	0.8511877059936523	1	0.8511877059936523	55.74929642017381	34.120621240777375	1.8406342267990112	55.71698944904964	34.14316146836389	True
63	928	340	53.08516666666666	29.54972222222223	33.0	12.1	53.07319359314484	29.556271465618316	0.899876058101654	1	0.5019545555114746	53.04908771226757	29.530075366857353	1.5042163133621216	53.04233908260868	29.57786195337316	True
41	979	552	50.81416666666666	34.525888888888886	60.2	15.4	50.82638616762243	34.521910338412795	0.904881477355957	1	0.41373637318611145	50.855327531772815	34.525099072981696	1.382764220237732	50.79745170862299	34.51871529652738	True
72	902	225	54.13083333333334	26.872694444444445	39.2	18.6	54.14037805158965	26.88093206922544	0.9095923900604248	1	0.16939885914325714	54.17003334250228	26.85926420376865	1.2384260892868042	54.11662364046794	26.855478508963856	True
76	869	441	54.40525	32.134055555555555	175.4	11.5	54.402128818947354	32.124430966056345	0.9220640659332277	1	0.9185394048690796	54.433816268701065	32.102330980515944	1.3387742042541504	54.42768341450872	32.15094036369792	True
