ID#	Ra(deg)	Dec(deg)	Extinction	Magnetic_Field(uG)	TotalUpperBUncertainty	TotalLowerBUncertainty
127	52.57639000000001	30.92626	1.8935058116912842	-403.3761070421389	254	195
128	52.58012	31.77265	2.7736427783966064	-197.66842357052133	88	371
129	52.60245000000001	31.7878	2.980852127075196	-133.36165213339822	54	284
130	52.65380000000001	31.87367	2.556478500366211	-280.2082599445652	106	765
131	52.66157000000001	31.51275	2.186198472976685	-180.64061259513255	84	92
132	52.67073000000002	30.19187	0.7857041358947754	-586.2807423602957	863	758
133	52.74033000000002	31.568009999999997	3.2389278411865234	-17.877288771793076	46	48
134	52.75047000000001	31.368129999999997	1.928282618522644	-141.02978424236116	85	917
135	52.79483000000002	31.65152	3.6945583820343018	-139.55101088645515	40	96
136	52.79718000000001	32.05842	1.4910933971405032	-202.54024209554336	161	160
137	52.80512	31.9214	1.653225302696228	147.3550857060289	68	87
138	52.82475000000001	30.79208	2.852445602416992	107.73065943451498	117	52
139	52.82956000000001	30.79073	1.821968674659729	194.64779318686942	137	138
140	52.84279000000002	31.05725	1.9458383321762085	-96.16780411775949	79	662
141	52.88883000000001	31.852959999999996	1.639056921005249	226.52979681491695	146	131
142	52.90963000000002	31.907290000000003	1.993356466293335	54.728292622471294	96	62
143	52.91336	30.67597	2.1243054866790767	-60.55100928898842	59	52
144	52.914350000000006	30.67189	2.1243054866790767	-49.13053140849722	48	51
145	52.91863000000002	30.67545	2.1243054866790767	-58.61736421525188	58	51
146	52.97608000000001	31.07814	2.19769549369812	-312.74335867777376	161	146
147	53.03296000000001	30.43473	1.7818940877914429	104.93405515615736	125	104
148	53.04498000000001	30.66222	2.2580280303955083	86.70389148150606	87	70
149	53.06639000000002	31.75768	1.784237027168274	176.24436428570857	95	103
150	53.07485000000001	31.75597	1.6916640996932983	167.60733472604278	158	102
151	53.105150000000016	31.086759999999998	3.457828998565674	62.1995120746271	65	30
152	53.14973000000002	31.8378	1.7315526008605957	456.516198680763	1382	114
153	53.16704000000002	31.8621	1.4972474575042725	426.3129027199314	1344	163
154	53.16751000000001	31.853009999999998	1.4972474575042725	439.0806655914306	1384	168
155	53.16795000000001	31.833779999999997	1.6749823093414309	254.71868065407932	646	108
156	53.17493000000002	30.33564	2.270000457763672	-17.888092567169828	38	39
157	53.17950000000001	31.84918	1.4972474575042725	522.7611788220313	1648	199
158	53.189960000000006	31.413079999999997	3.900543451309204	50.06018909735315	45	41
159	53.22401000000001	31.720340000000004	2.1664698123931885	97.0168549701628	155	48
160	53.25366000000001	31.338440000000002	5.3209757804870605	-92.562174018764	35	43
161	53.27499000000002	30.879070000000002	3.7426960468292236	38.130449679181844	47	28
162	53.28603000000001	30.84678	2.2195489406585693	255.92572325795533	111	149
163	53.32389000000001	30.7891	2.908586263656616	14.964759947543516	55	54
164	53.34784000000002	31.835990000000002	1.05868399143219	990.7273732973011	1376	748
165	53.37714000000002	30.10605	1.306583285331726	19.819427817693512	126	112
166	53.37786000000001	31.29963	10.369733810424805	-60.46633914215974	24	24
167	53.46216000000001	30.384009999999996	1.8878221511840816	-47.55664638380382	87	321
168	53.46505000000001	30.520220000000002	1.6913213729858398	166.42265515316538	299	95
169	53.47305000000002	31.22038	4.282991886138916	-3.3288342559081525	36	36
170	53.48111000000002	29.800990000000002	0.9374179840087892	-793.0007504950117	700	564
171	53.48962	30.3951	1.5256773233413696	-8.85595195035486	102	109
172	53.50767000000001	31.31107	6.173189640045166	-23.6023681724648	19	19
173	53.52233000000002	30.50256	1.141294002532959	-0.5959131836186563	165	165
174	53.54593000000001	30.385759999999998	1.5583436489105225	-262.96198828782354	127	1188
175	53.54906	31.006859999999996	2.908069610595703	-48.73041381758961	33	67
176	53.56592000000001	30.74725	1.3085126876831057	714.9652310282236	2113	416
177	53.57104000000001	31.20293	4.085564613342285	-42.34926504579567	21	34
178	53.57778000000002	30.85472	1.5833051204681396	-204.51320491818433	136	955
179	53.58024000000002	30.85073	1.5833051204681396	-201.0073195585191	134	938
180	53.668940000000006	30.61526	1.1944154500961304	463.5537725769774	565	387
181	53.703100000000006	31.11464	2.5425045490264893	61.03981853926657	41	45
182	53.73774000000002	30.82371	2.125122547149658	144.3686139096598	98	81
183	53.77211000000001	30.78523	2.043807983398437	-67.44536560249897	52	56
184	53.778650000000006	30.78497	2.043807983398437	-95.90836988558998	59	65
187	53.80057000000001	30.78473	1.699633240699768	111.73398059488235	63	84
189	53.87660000000001	30.54004	2.11026930809021	-76.14169675789462	44	109
190	53.87653000000002	30.77832	2.2080066204071045	87.10589643634205	158	53
191	53.87685000000001	30.62465	1.5525133609771729	-123.24774407751738	78	81
192	53.88812	31.57524	1.6487064361572266	243.35479615249733	138	125
193	53.89059000000002	31.57129	1.6487064361572266	216.10836585569191	126	115
194	53.928700000000006	30.32017	1.7425466775894165	-15.462908554996133	74	115
195	54.20081999999999	29.97743	1.2098981142044067	-212.41480406281138	171	509
196	54.31645000000002	31.24935	3.915883779525757	204.12765944580585	65	36
200	54.45766999999999	31.25416	2.422832727432251	421.9624171044608	40	140
201	54.46612	30.93365	3.08431077003479	106.81254241370738	110	27
202	54.50125000000001	31.10292	2.4473440647125244	198.72098623967682	162	60
203	54.61360000000001	30.88435	2.3842902183532715	193.0109864941669	135	83
204	54.92383000000002	30.848159999999996	1.7142527103424072	397.11516868771594	409	190
